student_id,name,branch,year,admission_year,age,avg_attendance_overall,last_4_week_attendance,current_sgpa,cgpa,backlog_prev,backlog_curr,fee_status,lms_logins_30d,dropout_label
S0735,Samaksh Deo,Information Technology,1,2021,22,43.25,16.92,6.81,6.66,0,0,paid,11,0
S0736,Nathan Mahal,Production and Industrial Engineering,3,2025,17,79.1,77.89,6.2,6.55,1,1,paid,7,0
S0737,Zashil Butala,Civil Engineering,4,2021,19,68.58,77.91,6.49,6.72,1,1,paid,4,0
S0738,Charles Randhawa,Computer Science Engineering,2,2023,22,44.36,25.21,7.47,7.24,0,0,overdue,2,0
S0739,Vivaan Sanghvi,Computer Science Engineering,2,2021,22,94.79,100.0,8.45,8.21,1,1,paid,10,0
S0740,Girish Agarwal,Chemical Engineering,3,2020,18,94.63,97.44,7.83,7.65,0,0,paid,10,0
S0741,Faras Deo,Computer Science Engineering,1,2024,21,52.93,45.97,8.15,8.08,0,0,paid,10,0
S0742,Zilmil Saxena,Information Technology,4,2025,17,57.27,54.68,7.19,6.55,2,2,paid,5,0
S0743,Hemal Dara,Biotechnology,2,2022,23,59.18,60.07,5.65,5.77,0,0,paid,15,0
S0744,Kevin Sridhar,Mechanical Engineering,4,2020,17,46.59,37.16,5.52,5.92,0,0,paid,10,0
S0745,Leela Chakraborty,Mathematics and Computing,2,2022,22,55.63,51.38,9.15,8.66,0,0,overdue,8,0
S0746,Harshil Munshi,Mathematics and Computing,1,2024,19,61.27,45.8,6.24,6.05,1,1,overdue,11,0
S0747,Laksh Raja,Electrical Engineering,2,2023,23,75.91,87.03,5.78,6.18,0,0,overdue,8,0
S0748,Luke Biswas,Civil Engineering,4,2021,21,98.6,100.0,5.12,5.77,1,1,paid,1,0
S0749,Nitesh Sarraf,Electrical Engineering,4,2023,19,88.42,100.0,7.97,8.02,1,1,paid,9,0
S0750,Max Sabharwal,Information Technology,1,2025,21,93.72,100.0,6.9,6.9,0,0,paid,8,0
S0751,Teerth Chadha,Information Technology,1,2021,17,71.37,69.35,7.52,7.28,1,1,paid,7,0
S0752,Jatin Rajagopalan,Electrical Engineering,4,2022,19,95.48,100.0,7.86,7.38,1,1,paid,8,0
S0753,Divya Dey,Computer Science Engineering,1,2023,18,95.97,100.0,6.63,6.56,0,0,overdue,1,0
S0754,Frado Kothari,Civil Engineering,3,2022,21,47.77,39.22,5.55,6.0,0,0,paid,5,0
S0755,Avi Mitra,Computer Science Engineering,2,2020,18,83.17,70.26,7.94,7.87,1,1,paid,6,0
S0756,Manya Merchant,Biotechnology,3,2022,22,52.78,45.34,7.38,7.1,1,1,paid,12,0
S0757,Wriddhish Talwar,Electronics and Communication Engineering,1,2022,20,84.79,91.6,6.91,7.16,0,0,overdue,12,0
S0758,Wridesh Tata,Chemical Engineering,4,2022,22,61.72,53.59,9.22,8.24,0,0,paid,7,0
S0759,Advik Patel,Information Technology,2,2021,19,82.3,75.29,7.37,7.39,0,0,paid,11,0
S0760,Lila Salvi,Information Technology,4,2021,19,54.63,50.42,8.22,8.01,0,0,paid,0,0
S0761,Urishilla Bora,Biotechnology,2,2024,17,72.0,76.94,5.57,5.95,0,0,overdue,6,0
S0762,Akshay Lala,Computer Science Engineering,2,2024,18,78.06,85.68,4.88,5.39,1,1,overdue,7,0
S0763,Darpan Rao,Computer Science Engineering,1,2023,21,66.47,57.28,7.1,7.06,0,0,paid,5,0
S0764,Yachana Sagar,Production and Industrial Engineering,2,2025,20,95.1,100.0,6.96,7.17,0,0,paid,7,0
S0765,Fitan Yadav,Production and Industrial Engineering,1,2022,21,87.41,91.89,5.81,5.9,0,0,paid,11,0
S0766,Arunima Chacko,Civil Engineering,4,2023,19,85.77,100.0,5.57,6.11,0,0,overdue,4,0
S0767,Yasti Jani,Computer Science Engineering,1,2024,23,53.82,43.92,6.95,6.96,0,0,paid,4,0
S0768,Eta Raman,Biotechnology,2,2023,21,82.04,91.48,5.4,5.14,1,1,paid,8,0
S0769,Dayita Sarkar,Civil Engineering,3,2021,22,59.54,49.45,5.73,5.46,0,0,paid,7,0
S0770,Dalbir Konda,Chemical Engineering,4,2025,17,63.93,48.14,8.47,7.76,0,0,paid,9,0
S0771,Jack Setty,Mathematics and Computing,4,2023,21,89.54,100.0,2.17,3.18,0,0,paid,11,1
S0772,Dayamai Gill,Computer Science Engineering,1,2023,17,90.06,100.0,6.99,6.9,0,0,paid,11,0
S0773,Laksh Apte,Computer Science Engineering,1,2024,18,94.25,95.9,7.93,7.76,0,0,overdue,12,0
S0774,Idika Virk,Mechanical Engineering,2,2025,21,69.75,63.6,7.27,7.62,0,0,paid,13,0
S0775,Ojas Prabhu,Civil Engineering,1,2022,18,53.44,44.47,7.12,7.04,0,0,overdue,4,0
S0776,Jacob Balan,Production and Industrial Engineering,4,2022,19,72.97,60.31,7.84,7.96,0,0,paid,6,0
S0777,Anita Viswanathan,Information Technology,1,2023,17,93.4,100.0,6.54,6.8,0,0,paid,6,0
S0778,Faraj Taneja,Civil Engineering,3,2022,20,39.92,30.82,8.04,7.46,0,0,paid,12,0
S0779,Christopher Tata,Computer Science Engineering,2,2020,23,65.5,51.8,6.7,6.76,0,0,overdue,16,0
S0780,Jhalak Dugar,Chemical Engineering,1,2025,19,55.9,64.25,7.54,7.44,1,1,paid,8,0
S0781,Jack Kari,Chemical Engineering,2,2020,22,76.69,62.97,5.68,5.64,1,1,overdue,15,0
S0782,Chaitanya Arora,Civil Engineering,1,2025,18,64.61,57.22,6.71,6.42,0,0,paid,0,0
S0783,Urmi Patla,Mathematics and Computing,1,2025,20,64.84,54.51,7.43,7.5,0,0,paid,4,0
S0784,Praneel Banik,Mathematics and Computing,2,2025,21,67.43,77.69,7.09,7.38,0,0,paid,15,0
S0785,Udarsh Nagy,Computer Science Engineering,4,2025,18,64.53,70.73,6.97,7.6,0,0,paid,11,0
S0786,Ekaja Madan,Electronics and Communication Engineering,2,2024,23,58.8,48.03,7.43,7.52,1,1,paid,12,0
S0787,Kashish Dar,Mathematics and Computing,3,2023,21,71.54,52.38,6.84,6.99,0,0,paid,7,0
S0788,Praneel Kapoor,Electrical Engineering,3,2024,23,90.35,100.0,7.64,7.53,0,0,paid,1,0
S0789,Nandini Biswas,Biotechnology,2,2022,20,88.96,100.0,7.03,6.92,0,0,paid,12,0
S0790,Deepa Narang,Production and Industrial Engineering,3,2025,17,66.46,71.73,7.23,7.12,2,2,paid,6,0
S0791,Abhiram Pillay,Production and Industrial Engineering,2,2022,18,77.69,84.6,8.26,8.14,1,1,paid,6,0
S0792,Daksha Kibe,Civil Engineering,2,2022,20,65.81,66.58,6.34,6.5,1,1,paid,12,0
S0793,Wakeeta Hayre,Production and Industrial Engineering,3,2021,22,72.91,62.53,9.1,8.58,0,0,overdue,6,0
S0794,Matthew Ahuja,Biotechnology,4,2024,20,75.05,75.21,4.2,5.12,0,0,paid,6,0
S0795,Viraj Pal,Computer Science Engineering,1,2023,22,88.5,99.08,4.64,4.84,1,2,paid,10,1
S0796,Gautami Agarwal,Mechanical Engineering,2,2021,23,90.51,87.85,7.81,7.71,0,0,paid,10,0
S0797,Damyanti Chawla,Computer Science Engineering,3,2021,18,73.82,79.74,6.32,6.81,0,0,paid,6,0
S0798,Oni Swamy,Biotechnology,1,2022,17,75.52,81.37,7.62,7.54,0,0,paid,12,0
S0799,Ati Chander,Electrical Engineering,4,2024,17,73.23,65.29,6.9,6.91,0,0,overdue,11,0
S0800,Zinal Sachar,Mechanical Engineering,1,2025,22,78.8,80.64,7.3,7.32,0,0,paid,6,0
